Complexity,Merge-Ordenado,Merge-Desordenado,Quick-Ordenado,Quick-Desordenado,Cycle-Ordenado,Cycle-Desordenado,Radix-Ordenado,Radix-Desordenado,Gnome-Ordenado,Gnome-Desordenado
1504,0.00081,0.001531,0.018005,0.000875,0.005106,0.014423,0.000315,0.000271,0.000006,0.018943
1510,0.000685,0.001977,0.016264,0.000909,0.005427,0.011514,0.000314,0.00027,0.000006,0.019082
1516,0.000901,0.001288,0.016005,0.000874,0.006271,0.011974,0.000319,0.000271,0.000006,0.021531
1522,0.000721,0.001429,0.015702,0.000724,0.005223,0.016626,0.000312,0.000277,0.000006,0.021374
1528,0.000737,0.001234,0.016111,0.000719,0.005051,0.017307,0.000316,0.00028,0.000006,0.020075
1534,0.000794,0.001303,0.014592,0.000961,0.005392,0.014957,0.000326,0.000273,0.000006,0.020884
1540,0.000902,0.001369,0.016283,0.000954,0.006605,0.011965,0.000315,0.000278,0.000006,0.020941
1546,0.001048,0.001292,0.01638,0.000968,0.00652,0.012044,0.000356,0.000273,0.000006,0.021996
1552,0.001013,0.001213,0.015693,0.000997,0.004204,0.012009,0.000405,0.000285,0.000006,0.019643
1558,0.000807,0.00127,0.015219,0.000982,0.003994,0.013929,0.000416,0.000284,0.000006,0.021157
1564,0.000723,0.001329,0.017622,0.001008,0.003669,0.012245,0.000396,0.00028,0.000006,0.021065
1570,0.001292,0.001335,0.018769,0.000985,0.003706,0.014098,0.00053,0.000285,0.000009,0.02369
1576,0.00099,0.001394,0.017456,0.00096,0.003744,0.01202,0.00035,0.000285,0.000012,0.022533
1582,0.000774,0.001655,0.016508,0.000814,0.003795,0.012684,0.000419,0.000286,0.000015,0.020831
1588,0.000805,0.002054,0.017087,0.001014,0.003895,0.013137,0.000514,0.000285,0.000013,0.021601
1594,0.000748,0.001416,0.01647,0.000984,0.003959,0.012846,0.000366,0.000286,0.000012,0.024256
1600,0.000816,0.001351,0.01664,0.000997,0.004567,0.013076,0.00047,0.000285,0.000012,0.024336
1606,0.000871,0.00126,0.0162,0.001026,0.004383,0.015004,0.000489,0.00029,0.000012,0.021872
1612,0.000793,0.001328,0.018785,0.000869,0.004078,0.016443,0.000346,0.000362,0.000012,0.022985
1618,0.000763,0.001351,0.018793,0.000901,0.004118,0.01391,0.00059,0.000332,0.000012,0.032167
1624,0.000764,0.001663,0.019722,0.000935,0.00409,0.016797,0.000492,0.000319,0.000012,0.025707
1630,0.000776,0.001715,0.016578,0.001007,0.004116,0.017373,0.00036,0.000329,0.000012,0.024738
1636,0.00081,0.001658,0.017294,0.000821,0.004139,0.01791,0.000494,0.000321,0.000012,0.02786
1642,0.000747,0.001681,0.01712,0.00099,0.00471,0.017067,0.000383,0.000313,0.000012,0.023439
1648,0.000771,0.001957,0.020677,0.00098,0.005712,0.013382,0.004159,0.000311,0.000028,0.024037
1654,0.000779,0.0023,0.018439,0.00096,0.006149,0.013559,0.000395,0.00039,0.000006,0.026188
1660,0.000794,0.002277,0.018719,0.000992,0.00609,0.013282,0.000367,0.000422,0.000006,0.022408
1666,0.000775,0.00257,0.019855,0.000998,0.005899,0.013289,0.000359,0.000426,0.000006,0.023711
1672,0.00077,0.001837,0.0203,0.000868,0.006374,0.014069,0.000371,0.000316,0.000006,0.024493
1678,0.000821,0.001522,0.01861,0.001013,0.006711,0.014238,0.000395,0.000303,0.000006,0.026857
1684,0.000828,0.00131,0.019122,0.000894,0.006179,0.014876,0.00038,0.000307,0.000007,0.021902
1690,0.000814,0.001833,0.019804,0.00089,0.006271,0.014767,0.000302,0.000303,0.000006,0.033
1696,0.000806,0.002142,0.020897,0.001004,0.006301,0.017739,0.000297,0.000305,0.000006,0.030868
1702,0.000812,0.0022,0.020999,0.000879,0.00632,0.025332,0.000301,0.000307,0.000006,0.031636
1708,0.000827,0.002083,0.021133,0.000887,0.00658,0.014924,0.000289,0.000308,0.000006,0.026615
1714,0.000795,0.001678,0.022598,0.000923,0.006623,0.01519,0.000313,0.00031,0.000006,0.027853
1720,0.000788,0.00146,0.023872,0.000933,0.006403,0.015217,0.000291,0.000314,0.000006,0.026098
1726,0.000799,0.001541,0.022198,0.000929,0.006463,0.015296,0.000311,0.000318,0.000006,0.024212
1732,0.000825,0.001693,0.022299,0.000902,0.006493,0.018706,0.000296,0.000315,0.000006,0.025527
1738,0.000896,0.001602,0.01912,0.000819,0.006617,0.021255,0.000302,0.000315,0.000006,0.028738
1744,0.000858,0.001788,0.01925,0.000915,0.00663,0.018987,0.000317,0.000317,0.000006,0.029832
1750,0.000889,0.00174,0.019322,0.000982,0.006625,0.019298,0.000336,0.00034,0.000006,0.026339
1756,0.000849,0.001542,0.019837,0.001037,0.006668,0.018754,0.000301,0.000326,0.000006,0.026684
1762,0.001156,0.00166,0.030487,0.00103,0.006758,0.015418,0.000312,0.000343,0.000006,0.027951
1768,0.001101,0.001822,0.023604,0.001064,0.00682,0.015894,0.000422,0.000316,0.000006,0.027284
1774,0.000978,0.002008,0.022384,0.001035,0.006917,0.016461,0.000423,0.000316,0.000006,0.027509
1780,0.000858,0.001656,0.022807,0.001073,0.006854,0.024521,0.000363,0.000317,0.000007,0.028795
1786,0.000833,0.001705,0.023351,0.000903,0.006926,0.016583,0.000312,0.000321,0.000006,0.02591
1792,0.000842,0.002523,0.022824,0.000778,0.007331,0.015747,0.000307,0.000322,0.000006,0.030343
1798,0.000835,0.00234,0.020598,0.000758,0.007298,0.019852,0.000322,0.00032,0.000006,0.037864
1804,0.000868,0.002447,0.021877,0.000751,0.007222,0.022045,0.000305,0.00033,0.000006,0.028395
1810,0.000968,0.002535,0.023641,0.000761,0.007129,0.020448,0.000321,0.00033,0.000006,0.029789
1816,0.000846,0.002737,0.025663,0.000741,0.007447,0.018935,0.000356,0.000328,0.000006,0.027202
1822,0.000864,0.002499,0.024889,0.000726,0.007452,0.018248,0.000358,0.00033,0.000006,0.02695
1828,0.000866,0.002598,0.024363,0.000753,0.007357,0.020503,0.000315,0.000333,0.000006,0.031849
1834,0.000841,0.002415,0.024594,0.000729,0.007545,0.020584,0.000315,0.000343,0.000006,0.027152
1840,0.000862,0.002266,0.024549,0.000728,0.007459,0.016814,0.00032,0.000348,0.000006,0.034331
1846,0.000884,0.001797,0.0336,0.000749,0.006975,0.01758,0.000322,0.000337,0.000006,0.037655
1852,0.000902,0.001904,0.028896,0.000747,0.005265,0.017418,0.000327,0.000334,0.000006,0.030791
1858,0.000869,0.00167,0.028721,0.00074,0.005324,0.01831,0.000331,0.000366,0.000008,0.028787
1864,0.000992,0.00173,0.02652,0.000753,0.006713,0.018264,0.000342,0.000391,0.000009,0.030384
1870,0.000931,0.001945,0.027568,0.000754,0.00745,0.020894,0.000333,0.000405,0.000006,0.028331
1876,0.000919,0.002338,0.031869,0.000746,0.005472,0.018903,0.00033,0.0004,0.000008,0.027018
1882,0.000891,0.001778,0.030643,0.000757,0.005314,0.018156,0.000336,0.000426,0.000007,0.029392
1888,0.000905,0.001692,0.027005,0.000753,0.005353,0.018257,0.000346,0.000399,0.000011,0.034725
1894,0.00091,0.001847,0.02622,0.000803,0.005418,0.018926,0.000355,0.000387,0.000008,0.033791
1900,0.001011,0.002025,0.02492,0.000754,0.005418,0.019061,0.000336,0.000399,0.000009,0.04101
1906,0.001078,0.001677,0.026895,0.000743,0.005483,0.019237,0.000334,0.000395,0.000009,0.03396
1912,0.000932,0.001761,0.023777,0.000744,0.005649,0.019688,0.000335,0.0004,0.000011,0.029578
1918,0.000976,0.001694,0.024258,0.00077,0.005709,0.01991,0.000334,0.000401,0.000012,0.03097
1924,0.000942,0.001681,0.029038,0.000765,0.007326,0.023852,0.00034,0.000403,0.000012,0.035759
1930,0.001067,0.001728,0.027783,0.000785,0.008271,0.023921,0.00034,0.000394,0.00001,0.032357
1936,0.000919,0.001981,0.026648,0.000747,0.008154,0.022654,0.00034,0.000401,0.000012,0.03378
1942,0.000939,0.00272,0.028624,0.000775,0.008069,0.022932,0.000345,0.000405,0.000012,0.031698
1948,0.000989,0.002572,0.026534,0.000779,0.008262,0.021756,0.000372,0.0004,0.000012,0.03234
1954,0.000913,0.002549,0.028352,0.00079,0.008344,0.02123,0.000345,0.000399,0.000018,0.032827
1960,0.000912,0.002629,0.036315,0.00104,0.006626,0.019745,0.00035,0.000407,0.000018,0.031725
1966,0.000925,0.002613,0.023933,0.001075,0.005797,0.020696,0.000348,0.0004,0.000018,0.03119
1972,0.000928,0.002826,0.027922,0.000998,0.006192,0.019772,0.000398,0.000399,0.000018,0.032291
1978,0.003257,0.00245,0.030107,0.000804,0.006765,0.026734,0.000378,0.000396,0.000018,0.032883
1984,0.000608,0.002149,0.026538,0.00079,0.00626,0.024577,0.000662,0.000461,0.000018,0.031028
1990,0.000598,0.001781,0.025635,0.000795,0.00675,0.02025,0.000484,0.000418,0.000012,0.036337
1996,0.000593,0.001973,0.034792,0.000794,0.006484,0.026125,0.000491,0.000436,0.000006,0.030625
2002,0.000596,0.001863,0.02771,0.000835,0.00786,0.026515,0.000515,0.000412,0.000006,0.03238
2008,0.000637,0.002156,0.028943,0.00082,0.009261,0.025776,0.000618,0.000419,0.000006,0.039549
2014,0.000599,0.002657,0.026235,0.000804,0.00658,0.024628,0.00069,0.000431,0.000006,0.035356
2020,0.000613,0.002527,0.027133,0.000785,0.006447,0.022649,0.00055,0.000408,0.000006,0.034945
2026,0.000734,0.002445,0.029074,0.000808,0.00844,0.025901,0.00036,0.000416,0.000006,0.037963
2032,0.000643,0.002549,0.025575,0.000811,0.008976,0.029211,0.000379,0.000417,0.000006,0.037476
2038,0.000654,0.00244,0.026657,0.000824,0.008979,0.026204,0.000363,0.000421,0.000006,0.035757
2044,0.000637,0.002256,0.02739,0.000813,0.010757,0.021398,0.000345,0.000412,0.000006,0.035665
2050,0.00108,0.002039,0.029225,0.000805,0.012728,0.021815,0.000346,0.00047,0.000006,0.043494
2056,0.000778,0.002209,0.028245,0.000829,0.009117,0.022096,0.000361,0.000425,0.000006,0.033115
2062,0.00067,0.001771,0.02948,0.000845,0.009613,0.022414,0.000352,0.000419,0.000006,0.033553
2068,0.000971,0.001816,0.029753,0.000863,0.009721,0.023276,0.000352,0.000432,0.000016,0.036463
2074,0.001174,0.001832,0.032061,0.000878,0.009686,0.021403,0.000372,0.000452,0.000012,0.041697
2080,0.00115,0.001785,0.028601,0.000953,0.010064,0.022045,0.000361,0.000726,0.000012,0.042432
2086,0.001079,0.002034,0.030793,0.000929,0.009629,0.026126,0.000351,0.000515,0.000012,0.042084
2092,0.000786,0.002064,0.031637,0.000908,0.010049,0.028554,0.000362,0.000495,0.000012,0.035365
2098,0.000742,0.001962,0.031145,0.000917,0.007687,0.02719,0.000358,0.000524,0.000012,0.038817
2104,0.00072,0.001881,0.030801,0.000935,0.007304,0.027963,0.000357,0.000487,0.000012,0.037813
2110,0.000818,0.001801,0.04564,0.00092,0.007182,0.026709,0.000358,0.000542,0.000016,0.036723
2116,0.000752,0.001817,0.036265,0.000918,0.006951,0.022645,0.000359,0.000494,0.000012,0.039132
2122,0.000758,0.001732,0.033973,0.000951,0.007153,0.023597,0.000363,0.000492,0.000012,0.043801
2128,0.001106,0.001836,0.038003,0.000926,0.00971,0.024211,0.000375,0.00052,0.000013,0.048532
2134,0.000954,0.002073,0.034853,0.000927,0.007196,0.025405,0.000364,0.000596,0.000018,0.044112
2140,0.000698,0.002605,0.043344,0.00095,0.008586,0.023757,0.000363,0.000483,0.000018,0.034897
2146,0.000932,0.002505,0.038494,0.000958,0.010533,0.026254,0.000381,0.000516,0.000018,0.036779
2152,0.001028,0.00204,0.038688,0.000964,0.013498,0.024591,0.000367,0.000486,0.000032,0.041847
2158,0.001108,0.002089,0.047769,0.001249,0.00949,0.025254,0.000487,0.000504,0.000025,0.035842
2164,0.001209,0.002042,0.052019,0.001113,0.007391,0.032111,0.000724,0.000503,0.000022,0.04019
2170,0.001122,0.004538,0.044703,0.000994,0.007461,0.029166,0.000411,0.000522,0.00002,0.039811
2176,0.000893,0.001289,0.032313,0.001047,0.007612,0.026349,0.000377,0.000494,0.000023,0.049891
2182,0.000812,0.001299,0.033067,0.001126,0.007826,0.024387,0.000375,0.000496,0.000023,0.043161
2188,0.001166,0.001264,0.037595,0.001081,0.007251,0.025135,0.000374,0.000509,0.000023,0.046736
2194,0.001071,0.001255,0.034164,0.001243,0.0073,0.024579,0.000497,0.000496,0.00002,0.040545
2200,0.001422,0.001253,0.03664,0.001116,0.007754,0.036153,0.00076,0.000483,0.000018,0.050471
2206,0.001285,0.001253,0.035379,0.001128,0.007831,0.027893,0.000627,0.000521,0.000018,0.039581
2212,0.001091,0.001266,0.034018,0.001167,0.007865,0.028925,0.000781,0.000464,0.000006,0.038626
2218,0.001164,0.001266,0.037384,0.001078,0.008006,0.026803,0.000654,0.000494,0.000008,0.043323
2224,0.000684,0.001282,0.037851,0.001157,0.008452,0.028612,0.000795,0.000443,0.000007,0.038989
2230,0.000687,0.00128,0.036108,0.001237,0.011323,0.025056,0.000543,0.000454,0.000007,0.041686
2236,0.000682,0.001999,0.039519,0.001236,0.009282,0.042137,0.000717,0.000438,0.000007,0.039115
2242,0.00068,0.001358,0.038963,0.001315,0.007895,0.025753,0.000524,0.000447,0.000008,0.038093
2248,0.000681,0.001728,0.038924,0.001296,0.010837,0.027025,0.000828,0.000443,0.000007,0.039044
2254,0.000678,0.001314,0.039428,0.001279,0.012072,0.030365,0.000537,0.000445,0.000009,0.03874
2260,0.000671,0.001311,0.03482,0.001264,0.013759,0.027266,0.000719,0.000448,0.000011,0.039604
2266,0.000676,0.001303,0.035581,0.001276,0.012205,0.026408,0.000967,0.000447,0.000009,0.039402
2272,0.000673,0.001302,0.037455,0.001189,0.012032,0.029673,0.000542,0.000451,0.000009,0.039809
2278,0.000673,0.001304,0.040886,0.001158,0.012931,0.033446,0.000657,0.000459,0.00001,0.046856
2284,0.000678,0.001323,0.040419,0.001089,0.011491,0.033448,0.000742,0.000455,0.000008,0.054507
2290,0.000688,0.001348,0.033949,0.001323,0.008016,0.028646,0.000678,0.000458,0.000021,0.043133
2296,0.000694,0.001338,0.03777,0.001248,0.010624,0.027124,0.00059,0.000465,0.000018,0.042548
2302,0.000704,0.001337,0.051911,0.001091,0.010852,0.027659,0.000633,0.000464,0.000018,0.056322
2308,0.000711,0.001333,0.039757,0.001074,0.008342,0.036836,0.000498,0.000465,0.000018,0.063661
2314,0.000728,0.001368,0.047548,0.001057,0.009961,0.044881,0.000563,0.000478,0.000018,0.052521
2320,0.000726,0.001346,0.04253,0.001019,0.014837,0.034143,0.000513,0.000609,0.000019,0.049087
2326,0.000726,0.001349,0.039533,0.001035,0.014695,0.032981,0.000675,0.000619,0.000018,0.04787
2332,0.000765,0.001369,0.038848,0.00105,0.013983,0.029514,0.000522,0.000499,0.000018,0.046097
2338,0.000728,0.001368,0.045365,0.001051,0.012145,0.02926,0.000642,0.000475,0.000018,0.049845
2344,0.00073,0.001389,0.036887,0.001046,0.010576,0.032243,0.0005,0.000476,0.000018,0.057174
2350,0.00074,0.001369,0.038033,0.001031,0.009393,0.034449,0.000604,0.000458,0.000018,0.048153
2356,0.000743,0.001388,0.039091,0.001069,0.009926,0.035398,0.000515,0.000688,0.000019,0.044178
2362,0.000741,0.001396,0.040201,0.001093,0.011404,0.035904,0.000645,0.000691,0.000014,0.047575
2368,0.00075,0.001402,0.036505,0.001071,0.012244,0.035197,0.000642,0.000695,0.000011,0.045051
2374,0.000776,0.001398,0.038689,0.001086,0.008662,0.029725,0.000836,0.000519,0.00001,0.047115
2380,0.000764,0.001738,0.041394,0.001145,0.009253,0.033624,0.000707,0.000476,0.000012,0.048368
2386,0.000774,0.002631,0.041244,0.001121,0.00923,0.03135,0.000625,0.000471,0.000011,0.055039
2392,0.000782,0.002901,0.041198,0.001158,0.012797,0.03106,0.00066,0.000501,0.000011,0.049492
2398,0.000773,0.002006,0.040454,0.001135,0.012207,0.030507,0.000593,0.000839,0.00001,0.051544
2404,0.000768,0.001978,0.042945,0.001124,0.012656,0.039687,0.000728,0.000638,0.000012,0.05016
2410,0.000777,0.002042,0.040805,0.001102,0.012732,0.039812,0.000518,0.000765,0.00001,0.052045
2416,0.000773,0.001424,0.042324,0.001113,0.012955,0.033846,0.000718,0.000747,0.000012,0.050681
2422,0.000782,0.001724,0.044509,0.001125,0.013584,0.031483,0.000584,0.000612,0.000011,0.056233
2428,0.000781,0.002008,0.045183,0.00116,0.012905,0.030772,0.000689,0.000554,0.000011,0.056403
2434,0.00112,0.001526,0.039262,0.001156,0.013455,0.032744,0.000551,0.000502,0.000012,0.053112
2440,0.001507,0.001715,0.042525,0.001132,0.013861,0.033277,0.000828,0.000486,0.000012,0.062635
2446,0.00085,0.001759,0.041178,0.001158,0.013182,0.032175,0.000607,0.00063,0.000011,0.061827
2452,0.00078,0.001409,0.041593,0.001164,0.013266,0.037817,0.000538,0.000699,0.000012,0.048047
2458,0.000746,0.001467,0.041656,0.001166,0.013817,0.039199,0.000696,0.000825,0.000012,0.050927
2464,0.000737,0.001453,0.046493,0.001245,0.016014,0.038727,0.000549,0.000758,0.000012,0.054279
2470,0.000734,0.001608,0.066281,0.0012,0.014608,0.035405,0.000548,0.000729,0.000012,0.04955
2476,0.000719,0.002044,0.045806,0.001196,0.014741,0.035871,0.000519,0.000749,0.000012,0.058834
2482,0.000729,0.002176,0.047585,0.001174,0.014091,0.035575,0.0007,0.000705,0.000012,0.053298
2488,0.000733,0.002218,0.045155,0.001194,0.011372,0.04074,0.000525,0.000741,0.000012,0.055949
2494,0.000733,0.002238,0.045872,0.001203,0.009421,0.042829,0.000496,0.000724,0.000012,0.054238
2500,0.000734,0.002268,0.043725,0.001239,0.009544,0.040564,0.000499,0.000871,0.000012,0.054589
2506,0.000741,0.002302,0.043338,0.001175,0.013032,0.034722,0.000482,0.000754,0.000012,0.052105
2512,0.000734,0.002286,0.048596,0.00118,0.015124,0.033918,0.000479,0.000607,0.000012,0.066618
2518,0.000741,0.00237,0.047716,0.001579,0.010202,0.03784,0.000502,0.000499,0.000012,0.066751
2524,0.000748,0.002312,0.045206,0.001614,0.009864,0.035039,0.000482,0.000495,0.000012,0.050657
2530,0.000865,0.00207,0.046007,0.001771,0.010556,0.036015,0.000475,0.000506,0.000012,0.063146
2536,0.00077,0.001617,0.041555,0.00164,0.010928,0.036978,0.00055,0.000502,0.000012,0.053245
2542,0.000943,0.001487,0.041806,0.001791,0.011607,0.039459,0.000556,0.000507,0.000012,0.054836
2548,0.000826,0.001525,0.043677,0.001664,0.010782,0.03918,0.000539,0.000505,0.000012,0.078645
2554,0.00076,0.001492,0.043976,0.001759,0.010183,0.035464,0.000545,0.000505,0.000012,0.061589
2560,0.000771,0.001569,0.048861,0.00199,0.010574,0.042466,0.000571,0.000504,0.000012,0.063771
2566,0.000777,0.001955,0.049572,0.001922,0.011016,0.046753,0.000596,0.000515,0.000012,0.068852
2572,0.000762,0.00163,0.056817,0.001217,0.010119,0.041053,0.000576,0.000515,0.000012,0.056494
2578,0.000764,0.001678,0.054749,0.001188,0.01012,0.039961,0.000594,0.000511,0.000012,0.064762
2584,0.000815,0.001551,0.05288,0.001146,0.010377,0.042102,0.000573,0.000519,0.000012,0.054834
2590,0.000837,0.001545,0.047125,0.001157,0.010823,0.040327,0.000602,0.00059,0.000012,0.070079
2596,0.002977,0.001658,0.048396,0.001136,0.010908,0.036499,0.000618,0.000524,0.000012,0.072948
2602,0.00093,0.001559,0.044379,0.001187,0.014557,0.037045,0.000591,0.000532,0.000012,0.054113
2608,0.00085,0.001711,0.042304,0.001164,0.015595,0.038403,0.000599,0.000518,0.000012,0.056192
2614,0.000795,0.001597,0.043586,0.001192,0.015191,0.042336,0.000592,0.000518,0.000012,0.054215
2620,0.00079,0.00229,0.054232,0.001242,0.014903,0.037837,0.000593,0.000526,0.000012,0.062169
2626,0.000802,0.001902,0.049963,0.001251,0.015188,0.042504,0.000484,0.000532,0.000012,0.057555
2632,0.001196,0.001551,0.049713,0.001235,0.015309,0.052458,0.000512,0.000533,0.000016,0.070952
2638,0.000808,0.001463,0.050437,0.001347,0.01542,0.046166,0.000503,0.000525,0.000014,0.058174
2644,0.000838,0.001441,0.048642,0.00147,0.016163,0.048079,0.000516,0.00053,0.000012,0.076129
2650,0.000858,0.001597,0.050743,0.001333,0.020202,0.042821,0.000516,0.000525,0.000012,0.063708
2656,0.00082,0.001471,0.056757,0.001428,0.013116,0.051306,0.00061,0.000528,0.000012,0.067401
2662,0.00081,0.001473,0.051381,0.001335,0.015966,0.047119,0.000531,0.000539,0.000012,0.071265
2668,0.000808,0.001468,0.051293,0.001278,0.014095,0.053659,0.000596,0.000569,0.000012,0.072691
2674,0.000827,0.001484,0.051654,0.001293,0.014462,0.055895,0.00064,0.000551,0.000012,0.06669
2680,0.000858,0.001523,0.049058,0.001349,0.013212,0.042369,0.000554,0.000586,0.000012,0.06631
2686,0.000817,0.001479,0.048448,0.001291,0.015574,0.045218,0.000685,0.000781,0.000012,0.057735
2692,0.000814,0.001495,0.04825,0.001552,0.015912,0.045224,0.000638,0.000735,0.000012,0.05731
2698,0.000871,0.001511,0.048531,0.002191,0.018166,0.049918,0.000815,0.000611,0.000012,0.068452
2704,0.000825,0.001536,0.049666,0.001781,0.013684,0.053099,0.000796,0.000653,0.000019,0.085141
2710,0.000836,0.001508,0.057191,0.001749,0.012507,0.047502,0.000772,0.000676,0.000012,0.063544
2716,0.00091,0.001505,0.056465,0.001747,0.012736,0.049345,0.000799,0.000676,0.000012,0.065667
2722,0.000949,0.001499,0.048859,0.001921,0.014183,0.048895,0.000791,0.000707,0.000012,0.064856
2728,0.000975,0.001547,0.049703,0.001777,0.011662,0.048004,0.000797,0.000674,0.000019,0.063689
2734,0.000846,0.002085,0.052746,0.001797,0.014805,0.04891,0.000786,0.000858,0.000012,0.058569
2740,0.000851,0.001737,0.054631,0.001854,0.014363,0.049196,0.000784,0.000635,0.000012,0.066934
2746,0.000925,0.001623,0.070746,0.00202,0.013928,0.042909,0.000677,0.000625,0.000012,0.066154
2752,0.000884,0.001571,0.051834,0.001806,0.016572,0.044525,0.000612,0.000554,0.000012,0.074461
2758,0.000922,0.00157,0.053709,0.001569,0.017711,0.051551,0.000701,0.000558,0.000012,0.065503
2764,0.000872,0.0016,0.053206,0.00166,0.012554,0.054138,0.000811,0.000672,0.000014,0.067725
2770,0.000846,0.001607,0.055217,0.001303,0.013521,0.051154,0.000805,0.000591,0.000017,0.074148
2776,0.000853,0.001623,0.056284,0.001237,0.011785,0.047686,0.000716,0.000565,0.000017,0.078787
2782,0.000855,0.001615,0.054653,0.001194,0.012009,0.043244,0.000837,0.000593,0.000043,0.077891
2788,0.000869,0.00164,0.055843,0.001196,0.016665,0.042156,0.000778,0.000553,0.000037,0.081218
2794,0.000877,0.001611,0.058765,0.001278,0.017088,0.047822,0.0009,0.000631,0.000024,0.07932
2800,0.000884,0.001617,0.0666,0.001263,0.018349,0.049414,0.000786,0.000559,0.000024,0.095327
2806,0.000906,0.0017,0.07566,0.001297,0.018838,0.043966,0.000799,0.000561,0.000025,0.0765
2812,0.001371,0.001674,0.068011,0.001243,0.018083,0.043537,0.000793,0.000583,0.000026,0.074255
2818,0.00145,0.001627,0.058036,0.001278,0.016566,0.043175,0.000857,0.000586,0.000025,0.093459
2824,0.00098,0.001641,0.054802,0.001249,0.012088,0.049977,0.000823,0.000681,0.000025,0.08368
2830,0.001106,0.001684,0.057381,0.00125,0.012618,0.056476,0.000946,0.000531,0.000023,0.080164
2836,0.001004,0.00176,0.051964,0.001266,0.017361,0.044314,0.000628,0.00053,0.000012,0.068626
2842,0.000904,0.001865,0.058408,0.001291,0.017126,0.05045,0.000769,0.000528,0.000012,0.064374
2848,0.000898,0.003917,0.058684,0.001264,0.012549,0.052045,0.000595,0.000535,0.000012,0.090631
2854,0.000889,0.001625,0.059025,0.001273,0.013375,0.050907,0.00063,0.000545,0.000012,0.08115
2860,0.000886,0.001593,0.061919,0.001275,0.01246,0.057737,0.000612,0.000555,0.000012,0.083111
2866,0.000883,0.001558,0.056927,0.001297,0.012808,0.053092,0.000602,0.000549,0.000012,0.076058
2872,0.00098,0.001609,0.058711,0.001387,0.012766,0.047074,0.000675,0.000533,0.000012,0.09199
2878,0.000942,0.001635,0.053498,0.001786,0.012801,0.051519,0.000591,0.000574,0.000012,0.080121
2884,0.000926,0.001618,0.064855,0.00182,0.01301,0.066119,0.000587,0.000592,0.000012,0.074703
2890,0.001003,0.001627,0.056087,0.001877,0.012787,0.056763,0.000566,0.000548,0.000013,0.082455
2896,0.001541,0.001654,0.064543,0.001362,0.016701,0.056171,0.000561,0.000548,0.000014,0.08501
2902,0.001102,0.001671,0.054663,0.00134,0.015074,0.054453,0.000637,0.000531,0.000014,0.07946
2908,0.001266,0.001729,0.06869,0.001359,0.015991,0.051145,0.000626,0.00054,0.000014,0.076579
2914,0.001299,0.001719,0.061675,0.001368,0.014224,0.051243,0.000543,0.000542,0.000015,0.081373
2920,0.001467,0.001756,0.065742,0.001495,0.019524,0.053984,0.000565,0.000545,0.000016,0.067278
2926,0.001586,0.001739,0.066613,0.001375,0.024676,0.049747,0.000547,0.000544,0.000016,0.069206
2932,0.001586,0.00173,0.070156,0.001641,0.018884,0.049541,0.000566,0.000556,0.000015,0.09015
2938,0.000992,0.002047,0.082358,0.001321,0.016208,0.055733,0.000562,0.000554,0.000017,0.115735
2944,0.001004,0.002659,0.068026,0.001324,0.018144,0.049168,0.000679,0.000555,0.000017,0.085285
2950,0.00163,0.002001,0.060252,0.001281,0.020458,0.048314,0.000631,0.000557,0.000017,0.089629
2956,0.001649,0.001845,0.061055,0.001296,0.015979,0.0478,0.000595,0.000559,0.000017,0.080678
2962,0.001616,0.001804,0.059518,0.001274,0.016832,0.056124,0.000832,0.000562,0.000017,0.081288
2968,0.001455,0.001755,0.063541,0.001277,0.014838,0.061331,0.000697,0.000567,0.000017,0.083202
2974,0.001423,0.001709,0.06707,0.001329,0.013554,0.04976,0.000697,0.000562,0.000018,0.076738
2980,0.001609,0.001701,0.068425,0.001325,0.013866,0.061022,0.001027,0.000572,0.000018,0.087955
2986,0.001674,0.001757,0.063253,0.001284,0.014113,0.061155,0.000805,0.000789,0.000018,0.074996
2992,0.001524,0.00172,0.065857,0.001289,0.014263,0.059281,0.000717,0.000655,0.000018,0.089497
2998,0.000505,0.000575,0.021635,0.000436,0.004676,0.016759,0.000216,0.000236,0.000006,0.031947
